pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
Kepler-1945 b,Kepler-1945,1,Transit,2021,Kepler,,,
Kepler-1946 b,Kepler-1946,1,Transit,2021,Kepler,1002.12,41.13,-38.067
Kepler-1947 b,Kepler-1947,1,Transit,2021,Kepler,468.771,4.745,-4.652
Kepler-1948 b,Kepler-1948,1,Transit,2021,Kepler,193.903,1.445,-1.424
Kepler-1949 b,Kepler-1949,1,Transit,2021,Kepler,2617.35,178.575,-178.575
Kepler-195 b,Kepler-195,2,Transit,2014,Kepler,652.051,8.9,-8.668
Kepler-195 c,Kepler-195,2,Transit,2014,Kepler,652.051,8.9,-8.668
Kepler-1950 b,Kepler-1950,1,Transit,2021,Kepler,697.253,12.4975,-12.4975
Kepler-1951 b,Kepler-1951,1,Transit,2021,Kepler,1277.32,27.41,-26.3
Kepler-1952 b,Kepler-1952,1,Transit,2021,Kepler,852.062,,
Kepler-1953 b,Kepler-1953,1,Transit,2021,Kepler,605.631,9.929,-9.619
Kepler-1954 b,Kepler-1954,1,Transit,2021,Kepler,1373.83,68.26,-62.19
Kepler-1955 b,Kepler-1955,1,Transit,2021,Kepler,449.351,5.668,-5.53
Kepler-1956 b,Kepler-1956,1,Transit,2021,Kepler,360.468,3.771,-3.695
Kepler-1957 b,Kepler-1957,1,Transit,2021,Kepler,460.899,4.382,-4.382
Kepler-1958 b,Kepler-1958,1,Transit,2021,Kepler,1320.38,49.91,-46.46
Kepler-1959 b,Kepler-1959,1,Transit,2021,Kepler,479.263,5.559,-5.435
Kepler-196 b,Kepler-196,3,Transit,2014,Kepler,451.312,3.157,-3.115
Kepler-196 c,Kepler-196,3,Transit,2014,Kepler,451.312,3.157,-3.115
Kepler-196 d,Kepler-196,3,Transit,2021,Kepler,451.312,3.157,-3.115
Kepler-1960 b,Kepler-1960,1,Transit,2021,Kepler,1527.56,53.865,-53.865
Kepler-1961 b,Kepler-1961,1,Transit,2021,Kepler,1042.45,37.4,-34.93
Kepler-1962 b,Kepler-1962,1,Transit,2021,Kepler,866.826,19.003,-18.219
Kepler-1963 b,Kepler-1963,1,Transit,2021,Kepler,492.847,3.297,-3.255
Kepler-1964 b,Kepler-1964,1,Transit,2021,Kepler,,,
Kepler-1965 b,Kepler-1965,1,Transit,2021,Kepler,521.791,4.563,-4.563
Kepler-1966 b,Kepler-1966,1,Transit,2021,Kepler,484.601,14.365,-14.365
Kepler-1967 b,Kepler-1967,1,Transit,2021,Kepler,249.102,0.874,-0.868
Kepler-1968 b,Kepler-1968,1,Transit,2021,Kepler,750.93,22.109,-20.9
Kepler-1969 b,Kepler-1969,1,Transit,2021,Kepler,1204.54,44.24,-41.27
Kepler-197 b,Kepler-197,4,Transit,2014,Kepler,330.575,2.344,-2.312
Kepler-197 c,Kepler-197,4,Transit,2014,Kepler,330.575,2.344,-2.312
Kepler-197 d,Kepler-197,4,Transit,2014,Kepler,330.575,2.344,-2.312
Kepler-197 e,Kepler-197,4,Transit,2014,Kepler,330.575,2.344,-2.312
Kepler-1972 b,Kepler-1972,2,Transit,2022,Kepler,287.339,2.098,-2.068
Kepler-1972 c,Kepler-1972,2,Transit,2022,Kepler,287.339,2.098,-2.068
Kepler-1976 b,Kepler-1976,1,Transit Timing Variations,2023,Kepler,1314.51,41.845,-41.845
Kepler-1977 b,Kepler-1977,1,Transit,2023,Kepler,592.711,12.3435,-12.3435
Kepler-1978 b,Kepler-1978,1,Transit,2023,Kepler,865.512,20.214,-19.327
Kepler-1979 b,Kepler-1979,1,Transit,2023,Kepler,1076.27,36.16,-36.16
Kepler-198 b,Kepler-198,3,Transit,2014,Kepler,495.358,4.2465,-4.2465
Kepler-198 c,Kepler-198,3,Transit,2014,Kepler,495.358,4.2465,-4.2465
Kepler-198 d,Kepler-198,3,Transit,2016,Kepler,495.358,4.2465,-4.2465
Kepler-1980 b,Kepler-1980,1,Transit,2023,Kepler,1709.4,145.41,-124.6
Kepler-1981 b,Kepler-1981,1,Transit,2023,Kepler,659.395,6.82,-6.684
Kepler-1982 b,Kepler-1982,1,Transit,2023,Kepler,558.855,7.448,-7.259
Kepler-1983 b,Kepler-1983,1,Transit,2023,Kepler,424.428,3.495,-3.439
Kepler-1984 b,Kepler-1984,1,Transit,2023,Kepler,,,
Kepler-1985 b,Kepler-1985,1,Transit,2023,Kepler,,,
Kepler-1986 b,Kepler-1986,1,Transit,2023,Kepler,912.085,30.4555,-30.4555
Kepler-1987 b,Kepler-1987,4,Transit,2023,Kepler,595.683,10.608,-10.249
Kepler-1987 c,Kepler-1987,4,Transit,2023,Kepler,595.683,10.608,-10.249
Kepler-1987 d,Kepler-1987,4,Transit,2023,Kepler,595.683,10.608,-10.249
Kepler-1987 e,Kepler-1987,4,Transit,2023,Kepler,595.683,10.608,-10.249
Kepler-1988 b,Kepler-1988,1,Transit,2023,Kepler,513.426,,
Kepler-1989 b,Kepler-1989,1,Transit,2023,Kepler,1252.13,33.33,-31.68
Kepler-199 b,Kepler-199,2,Transit,2014,Kepler,521.054,4.228,-4.228
Kepler-199 c,Kepler-199,2,Transit,2014,Kepler,521.054,4.228,-4.228
Kepler-1990 b,Kepler-1990,2,Transit,2023,Kepler,392.739,4.24,-4.152
Kepler-1990 c,Kepler-1990,2,Transit,2023,Kepler,392.739,4.24,-4.152
Kepler-1991 b,Kepler-1991,2,Transit,2023,Kepler,855.82,14.365,-13.906
Kepler-1991 c,Kepler-1991,2,Transit,2023,Kepler,855.82,14.365,-13.906
Kepler-1992 b,Kepler-1992,1,Transit,2023,Kepler,532.955,4.041,-4.041
Kepler-1993 b,Kepler-1993,1,Transit,2023,Kepler,1031.91,18.37,-18.37
Kepler-1994 b,Kepler-1994,1,Transit,2023,Kepler,241.991,1.465,-1.448
Kepler-1995 b,Kepler-1995,1,Transit,2023,Kepler,595.331,9.508,-9.22
Kepler-1996 b,Kepler-1996,2,Transit,2023,Kepler,440.561,4.42,-4.334
Kepler-1996 c,Kepler-1996,2,Transit,2023,Kepler,440.561,4.42,-4.334
Kepler-1997 b,Kepler-1997,1,Transit,2023,Kepler,1502.34,67.15,-61.73
Kepler-1998 b,Kepler-1998,1,Transit,2023,Kepler,340.965,2.539,-2.502
Kepler-1999 b,Kepler-1999,1,Transit,2023,Kepler,701.255,18.408,-17.505
Kepler-20 b,Kepler-20,6,Transit,2011,Kepler,282.563,1.776,-1.753
Kepler-20 c,Kepler-20,6,Transit,2011,Kepler,282.563,1.776,-1.753
Kepler-20 d,Kepler-20,6,Transit,2011,Kepler,282.563,1.776,-1.753
Kepler-20 e,Kepler-20,6,Transit,2011,Kepler,282.563,1.776,-1.753
Kepler-20 f,Kepler-20,6,Transit,2011,Kepler,282.563,1.776,-1.753
Kepler-20 g,Kepler-20,6,Radial Velocity,2016,Multiple Observatories,282.563,1.776,-1.753
Kepler-200 b,Kepler-200,2,Transit,2014,Kepler,665.912,7.1445,-7.1445
Kepler-200 c,Kepler-200,2,Transit,2014,Kepler,665.912,7.1445,-7.1445
Kepler-2000 b,Kepler-2000,2,Transit,2023,Kepler,320.588,3.651,-3.651
Kepler-2000 c,Kepler-2000,2,Transit,2023,Kepler,320.588,3.651,-3.651
Kepler-2001 b,Kepler-2001,2,Transit,2023,Kepler,776.55,20.136,-19.16
Kepler-2001 c,Kepler-2001,2,Transit,2023,Kepler,776.55,20.136,-19.16
Kepler-201 b,Kepler-201,2,Transit,2014,Kepler,636.445,9.773,-9.488
Kepler-201 c,Kepler-201,2,Transit,2014,Kepler,636.445,9.773,-9.488
Kepler-202 b,Kepler-202,2,Transit,2014,Kepler,285.111,1.1135,-1.1135
Kepler-202 c,Kepler-202,2,Transit,2014,Kepler,285.111,1.1135,-1.1135
Kepler-203 b,Kepler-203,3,Transit,2014,Kepler,703.302,9.51,-9.51
Kepler-203 c,Kepler-203,3,Transit,2014,Kepler,703.302,9.51,-9.51
Kepler-203 d,Kepler-203,3,Transit,2014,Kepler,703.302,9.51,-9.51
Kepler-204 b,Kepler-204,2,Transit,2014,Kepler,686.723,7.142,-7
Kepler-204 c,Kepler-204,2,Transit,2014,Kepler,686.723,7.142,-7
Kepler-205 b,Kepler-205,2,Transit,2014,Kepler,159.72,0.348,-0.347
Kepler-205 c,Kepler-205,2,Transit,2014,Kepler,159.72,0.348,-0.347
Kepler-206 b,Kepler-206,3,Transit,2014,Kepler,594.447,4.952,-4.872
Kepler-206 c,Kepler-206,3,Transit,2014,Kepler,594.447,4.952,-4.872
Kepler-206 d,Kepler-206,3,Transit,2014,Kepler,594.447,4.952,-4.872
Kepler-207 b,Kepler-207,3,Transit,2014,Kepler,875.519,9.893,-9.679
Kepler-207 c,Kepler-207,3,Transit,2014,Kepler,875.519,9.893,-9.679
Kepler-207 d,Kepler-207,3,Transit,2014,Kepler,875.519,9.893,-9.679
Kepler-208 b,Kepler-208,4,Transit,2014,Kepler,775.328,8.8585,-8.8585
Kepler-208 c,Kepler-208,4,Transit,2014,Kepler,775.328,8.8585,-8.8585
Kepler-208 d,Kepler-208,4,Transit,2014,Kepler,775.328,8.8585,-8.8585
Kepler-208 e,Kepler-208,4,Transit,2014,Kepler,775.328,8.8585,-8.8585
Kepler-209 b,Kepler-209,2,Transit,2014,Kepler,576.946,5.5555,-5.5555
Kepler-209 c,Kepler-209,2,Transit,2014,Kepler,576.946,5.5555,-5.5555
Kepler-21 b,Kepler-21,1,Transit,2012,Kepler,108.522,0.385,-0.382
Kepler-210 b,Kepler-210,2,Transit,2014,Kepler,232.75,0.827,-0.827
Kepler-210 c,Kepler-210,2,Transit,2014,Kepler,232.75,0.827,-0.827
Kepler-211 b,Kepler-211,2,Transit,2014,Kepler,309.353,1.747,-1.728
Kepler-211 c,Kepler-211,2,Transit,2014,Kepler,309.353,1.747,-1.728
Kepler-212 b,Kepler-212,2,Transit,2014,Kepler,687.194,8.533,-8.329001
Kepler-212 c,Kepler-212,2,Transit,2014,Kepler,687.194,8.533,-8.329001
Kepler-213 b,Kepler-213,2,Transit,2014,Kepler,634.939,7.2715,-7.2715
Kepler-213 c,Kepler-213,2,Transit,2014,Kepler,634.939,7.2715,-7.2715
Kepler-214 b,Kepler-214,2,Transit,2014,Kepler,1208.44,22.865,-22.865
Kepler-214 c,Kepler-214,2,Transit,2014,Kepler,1208.44,22.865,-22.865
Kepler-215 b,Kepler-215,4,Transit,2014,Kepler,485.997,3.654,-3.654
Kepler-215 c,Kepler-215,4,Transit,2014,Kepler,485.997,3.654,-3.654
Kepler-215 d,Kepler-215,4,Transit,2014,Kepler,485.997,3.654,-3.654
Kepler-215 e,Kepler-215,4,Transit,2014,Kepler,485.997,3.654,-3.654
Kepler-216 b,Kepler-216,2,Transit,2014,Kepler,1187.47,21.42,-21.42
Kepler-216 c,Kepler-216,2,Transit,2014,Kepler,1187.47,21.42,-21.42
Kepler-217 b,Kepler-217,3,Transit,2014,Kepler,1104.64,16.88,-16.38
Kepler-217 c,Kepler-217,3,Transit,2014,Kepler,1104.64,16.88,-16.38
Kepler-217 d,Kepler-217,3,Transit,2016,Kepler,1104.64,16.88,-16.38
Kepler-218 b,Kepler-218,3,Transit,2014,Kepler,656.38,6.355,-6.355
Kepler-218 c,Kepler-218,3,Transit,2014,Kepler,656.38,6.355,-6.355
Kepler-218 d,Kepler-218,3,Transit,2016,Kepler,656.38,6.355,-6.355
Kepler-219 b,Kepler-219,3,Transit,2014,Kepler,787.07,10.579,-10.579
Kepler-219 c,Kepler-219,3,Transit,2014,Kepler,787.07,10.579,-10.579
Kepler-219 d,Kepler-219,3,Transit,2014,Kepler,787.07,10.579,-10.579
Kepler-22 b,Kepler-22,1,Transit,2011,Kepler,194.642,0.927,-0.918
Kepler-220 b,Kepler-220,4,Transit,2014,Kepler,171.109,0.637,-0.633
Kepler-220 c,Kepler-220,4,Transit,2014,Kepler,171.109,0.637,-0.633
Kepler-220 d,Kepler-220,4,Transit,2014,Kepler,171.109,0.637,-0.633
Kepler-220 e,Kepler-220,4,Transit,2014,Kepler,171.109,0.637,-0.633
Kepler-221 b,Kepler-221,4,Transit,2014,Kepler,385.231,2.8335,-2.8335
Kepler-221 c,Kepler-221,4,Transit,2014,Kepler,385.231,2.8335,-2.8335
Kepler-221 d,Kepler-221,4,Transit,2014,Kepler,385.231,2.8335,-2.8335
Kepler-221 e,Kepler-221,4,Transit,2014,Kepler,385.231,2.8335,-2.8335
Kepler-222 b,Kepler-222,3,Transit,2014,Kepler,758.854,15.067,-14.501
Kepler-222 c,Kepler-222,3,Transit,2014,Kepler,758.854,15.067,-14.501
Kepler-222 d,Kepler-222,3,Transit,2014,Kepler,758.854,15.067,-14.501
Kepler-223 b,Kepler-223,4,Transit,2014,Kepler,1859.71,111.045,-111.045
Kepler-223 c,Kepler-223,4,Transit,2014,Kepler,1859.71,111.045,-111.045
Kepler-223 d,Kepler-223,4,Transit,2014,Kepler,1859.71,111.045,-111.045
Kepler-223 e,Kepler-223,4,Transit,2014,Kepler,1859.71,111.045,-111.045
Kepler-224 b,Kepler-224,4,Transit,2014,Kepler,782.088,18.719,-17.879
Kepler-224 c,Kepler-224,4,Transit,2014,Kepler,782.088,18.719,-17.879
Kepler-224 d,Kepler-224,4,Transit,2014,Kepler,782.088,18.719,-17.879
Kepler-224 e,Kepler-224,4,Transit,2014,Kepler,782.088,18.719,-17.879
Kepler-225 b,Kepler-225,2,Transit,2014,Kepler,561.101,12.701,-12.16
Kepler-225 c,Kepler-225,2,Transit,2014,Kepler,561.101,12.701,-12.16
Kepler-226 b,Kepler-226,3,Transit,2014,Kepler,980.138,26.592,-25.244
Kepler-226 c,Kepler-226,3,Transit,2014,Kepler,980.138,26.592,-25.244
Kepler-226 d,Kepler-226,3,Transit,2014,Kepler,980.138,26.592,-25.244
Kepler-227 b,Kepler-227,2,Transit,2014,Kepler,1083.06,29.67,-29.67
Kepler-227 c,Kepler-227,2,Transit,2014,Kepler,1083.06,29.67,-29.67
Kepler-228 b,Kepler-228,3,Transit,2014,Kepler,1644.61,79.32,-72.46
Kepler-228 c,Kepler-228,3,Transit,2014,Kepler,1644.61,79.32,-72.46
Kepler-228 d,Kepler-228,3,Transit,2014,Kepler,1644.61,79.32,-72.46
Kepler-229 b,Kepler-229,3,Transit,2014,Kepler,826.265,23.872,-22.591
Kepler-229 c,Kepler-229,3,Transit,2014,Kepler,826.265,23.872,-22.591
Kepler-229 d,Kepler-229,3,Transit,2014,Kepler,826.265,23.872,-22.591
Kepler-23 b,Kepler-23,3,Transit,2011,Kepler,835.756,11.463,-11.163
Kepler-23 c,Kepler-23,3,Transit,2011,Kepler,835.756,11.463,-11.163
Kepler-23 d,Kepler-23,3,Transit,2014,Kepler,835.756,11.463,-11.163
Kepler-230 b,Kepler-230,2,Transit,2014,Kepler,740.754,13.866,-13.374
Kepler-230 c,Kepler-230,2,Transit,2014,Kepler,740.754,13.866,-13.374
Kepler-231 b,Kepler-231,2,Transit,2014,Kepler,316.618,3.348,-3.281
Kepler-231 c,Kepler-231,2,Transit,2014,Kepler,316.618,3.348,-3.281
Kepler-232 b,Kepler-232,2,Transit,2014,Kepler,1349.13,48.38,-45.19
Kepler-232 c,Kepler-232,2,Transit,2014,Kepler,1349.13,48.38,-45.19
Kepler-233 b,Kepler-233,2,Transit,2014,Kepler,856.417,19.328,-18.506
Kepler-233 c,Kepler-233,2,Transit,2014,Kepler,856.417,19.328,-18.506
Kepler-234 b,Kepler-234,2,Transit,2014,Kepler,1733.1,94.63,-85.47
Kepler-234 c,Kepler-234,2,Transit,2014,Kepler,1733.1,94.63,-85.47
Kepler-235 b,Kepler-235,4,Transit,2014,Kepler,428.018,6.695,-6.495
Kepler-235 c,Kepler-235,4,Transit,2014,Kepler,428.018,6.695,-6.495
Kepler-235 d,Kepler-235,4,Transit,2014,Kepler,428.018,6.695,-6.495
Kepler-235 e,Kepler-235,4,Transit,2014,Kepler,428.018,6.695,-6.495
Kepler-236 b,Kepler-236,2,Transit,2014,Kepler,288.763,2.265,-2.265
Kepler-236 c,Kepler-236,2,Transit,2014,Kepler,288.763,2.265,-2.265
Kepler-237 b,Kepler-237,2,Transit,2014,Kepler,657.822,10.429,-10.113
Kepler-237 c,Kepler-237,2,Transit,2014,Kepler,657.822,10.429,-10.113
Kepler-238 b,Kepler-238,5,Transit,2014,Kepler,1798.75,75.21,-69.51
Kepler-238 c,Kepler-238,5,Transit,2014,Kepler,1798.75,75.21,-69.51
Kepler-238 d,Kepler-238,5,Transit,2014,Kepler,1798.75,75.21,-69.51
Kepler-238 e,Kepler-238,5,Transit,2013,Kepler,1798.75,75.21,-69.51
Kepler-238 f,Kepler-238,5,Transit,2013,Kepler,1798.75,75.21,-69.51
Kepler-239 b,Kepler-239,2,Transit,2014,Kepler,648.109,13.332,-13.332
Kepler-239 c,Kepler-239,2,Transit,2014,Kepler,648.109,13.332,-13.332
Kepler-24 b,Kepler-24,4,Transit,2011,Kepler,1156.81,32.08,-32.08
Kepler-24 c,Kepler-24,4,Transit,2011,Kepler,1156.81,32.08,-32.08
Kepler-24 d,Kepler-24,4,Transit,2014,Kepler,1156.81,32.08,-32.08
Kepler-24 e,Kepler-24,4,Transit,2014,Kepler,1156.81,32.08,-32.08
Kepler-240 b,Kepler-240,2,Transit,2014,Kepler,746.927,20.15,-19.136
Kepler-240 c,Kepler-240,2,Transit,2014,Kepler,746.927,20.15,-19.136
Kepler-241 b,Kepler-241,2,Transit,2014,Kepler,512,30.263,-37.658
Kepler-241 c,Kepler-241,2,Transit,2014,Kepler,512,30.263,-37.658
Kepler-242 b,Kepler-242,2,Transit,2014,Kepler,600.241,11.342,-10.936
Kepler-242 c,Kepler-242,2,Transit,2014,Kepler,600.241,11.342,-10.936
Kepler-243 b,Kepler-243,2,Transit,2014,Kepler,693.86,9.796,-9.532
Kepler-243 c,Kepler-243,2,Transit,2014,Kepler,693.86,9.796,-9.532
Kepler-244 b,Kepler-244,3,Transit,2014,Kepler,1036.49,36.26,-33.93
Kepler-244 c,Kepler-244,3,Transit,2014,Kepler,1036.49,36.26,-33.93
Kepler-244 d,Kepler-244,3,Transit,2014,Kepler,1036.49,36.26,-33.93
Kepler-245 b,Kepler-245,4,Transit,2014,Kepler,861.527,26.041,-24.582
Kepler-245 c,Kepler-245,4,Transit,2014,Kepler,861.527,26.041,-24.582
Kepler-245 d,Kepler-245,4,Transit,2014,Kepler,861.527,26.041,-24.582
Kepler-245 e,Kepler-245,4,Transit,2016,Kepler,861.527,26.041,-24.582
Kepler-246 b,Kepler-246,2,Transit,2014,Kepler,626.078,9.056,-8.806
Kepler-246 c,Kepler-246,2,Transit,2014,Kepler,626.078,9.056,-8.806
Kepler-247 b,Kepler-247,3,Transit,2014,Kepler,663.711,13.884,-13.336
Kepler-247 c,Kepler-247,3,Transit,2014,Kepler,663.711,13.884,-13.336
Kepler-247 d,Kepler-247,3,Transit,2014,Kepler,663.711,13.884,-13.336
Kepler-248 b,Kepler-248,2,Transit,2014,Kepler,738.792,12.7425,-12.7425
Kepler-248 c,Kepler-248,2,Transit,2014,Kepler,738.792,12.7425,-12.7425
Kepler-249 b,Kepler-249,3,Transit,2014,Kepler,190.401,1.2195,-1.2195
Kepler-249 c,Kepler-249,3,Transit,2014,Kepler,190.401,1.2195,-1.2195
Kepler-249 d,Kepler-249,3,Transit,2014,Kepler,190.401,1.2195,-1.2195
Kepler-25 b,Kepler-25,3,Transit,2011,Kepler,243.249,1.414,-1.397
Kepler-25 c,Kepler-25,3,Transit,2011,Kepler,243.249,1.414,-1.397
Kepler-25 d,Kepler-25,3,Radial Velocity,2014,W. M. Keck Observatory,243.249,1.414,-1.397
Kepler-250 b,Kepler-250,3,Transit,2014,Kepler,760.585,16.92,-16.211
Kepler-250 c,Kepler-250,3,Transit,2014,Kepler,760.585,16.92,-16.211
Kepler-250 d,Kepler-250,3,Transit,2014,Kepler,760.585,16.92,-16.211
Kepler-251 b,Kepler-251,4,Transit,2014,Kepler,924.625,27.219,-25.73
Kepler-251 c,Kepler-251,4,Transit,2014,Kepler,924.625,27.219,-25.73
Kepler-251 d,Kepler-251,4,Transit,2014,Kepler,924.625,27.219,-25.73
Kepler-251 e,Kepler-251,4,Transit,2014,Kepler,924.625,27.219,-25.73
Kepler-252 b,Kepler-252,2,Transit,2014,Kepler,379.424,3.512,-3.45
Kepler-252 c,Kepler-252,2,Transit,2014,Kepler,379.424,3.512,-3.45
Kepler-253 b,Kepler-253,3,Transit,2014,Kepler,838.595,20.317,-19.394
Kepler-253 c,Kepler-253,3,Transit,2014,Kepler,838.595,20.317,-19.394
Kepler-253 d,Kepler-253,3,Transit,2014,Kepler,838.595,20.317,-19.394
Kepler-254 b,Kepler-254,3,Transit,2014,Kepler,1389.48,75.41,-68.16
Kepler-254 c,Kepler-254,3,Transit,2014,Kepler,1389.48,75.41,-68.16
Kepler-254 d,Kepler-254,3,Transit,2014,Kepler,1389.48,75.41,-68.16
Kepler-255 b,Kepler-255,3,Transit,2014,Kepler,1052.53,31.055,-31.055
Kepler-255 c,Kepler-255,3,Transit,2014,Kepler,1052.53,31.055,-31.055
Kepler-255 d,Kepler-255,3,Transit,2016,Kepler,1052.53,31.055,-31.055
Kepler-256 b,Kepler-256,4,Transit,2014,Kepler,1026.43,24.19,-23.11
Kepler-256 c,Kepler-256,4,Transit,2014,Kepler,1026.43,24.19,-23.11
Kepler-256 d,Kepler-256,4,Transit,2014,Kepler,1026.43,24.19,-23.11
Kepler-256 e,Kepler-256,4,Transit,2014,Kepler,1026.43,24.19,-23.11
Kepler-257 b,Kepler-257,3,Transit,2014,Kepler,780.256,17.54,-16.799
Kepler-257 c,Kepler-257,3,Transit,2014,Kepler,780.256,17.54,-16.799
Kepler-257 d,Kepler-257,3,Transit,2014,Kepler,780.256,17.54,-16.799
Kepler-258 b,Kepler-258,2,Transit,2014,Kepler,575.988,8.1805,-8.1805
Kepler-258 c,Kepler-258,2,Transit,2014,Kepler,575.988,8.1805,-8.1805
Kepler-259 b,Kepler-259,2,Transit,2014,Kepler,1002.14,26.33,-25.046
Kepler-259 c,Kepler-259,2,Transit,2014,Kepler,1002.14,26.33,-25.046
Kepler-26 b,Kepler-26,4,Transit,2011,Kepler,335.307,3.0565,-3.0565
Kepler-26 c,Kepler-26,4,Transit,2011,Kepler,335.307,3.0565,-3.0565
Kepler-26 d,Kepler-26,4,Transit,2014,Kepler,335.307,3.0565,-3.0565
Kepler-26 e,Kepler-26,4,Transit,2014,Kepler,335.307,3.0565,-3.0565
Kepler-260 b,Kepler-260,2,Transit,2014,Kepler,627.365,7.2615,-7.2615
Kepler-260 c,Kepler-260,2,Transit,2014,Kepler,627.365,7.2615,-7.2615
Kepler-261 b,Kepler-261,2,Transit,2014,Kepler,317.499,1.756,-1.737
Kepler-261 c,Kepler-261,2,Transit,2014,Kepler,317.499,1.756,-1.737
Kepler-262 b,Kepler-262,2,Transit,2014,Kepler,613.129,7.599,-7.599
Kepler-262 c,Kepler-262,2,Transit,2014,Kepler,613.129,7.599,-7.599
Kepler-263 b,Kepler-263,2,Transit,2014,Kepler,754.747,16.038,-16.038
Kepler-263 c,Kepler-263,2,Transit,2014,Kepler,754.747,16.038,-16.038
Kepler-264 b,Kepler-264,2,Transit,2014,Kepler,942.173,18.079,-17.423
Kepler-264 c,Kepler-264,2,Transit,2014,Kepler,942.173,18.079,-17.423
Kepler-265 b,Kepler-265,4,Transit,2014,Kepler,1280.25,47.9,-44.62
Kepler-265 c,Kepler-265,4,Transit,2014,Kepler,1280.25,47.9,-44.62
Kepler-265 d,Kepler-265,4,Transit,2014,Kepler,1280.25,47.9,-44.62
Kepler-265 e,Kepler-265,4,Transit,2014,Kepler,1280.25,47.9,-44.62
Kepler-266 b,Kepler-266,2,Transit,2014,Kepler,1370.79,56.78,-52.52
Kepler-266 c,Kepler-266,2,Transit,2014,Kepler,1370.79,56.78,-52.52
Kepler-267 b,Kepler-267,3,Transit,2014,Kepler,264.993,2.4925,-2.4925
Kepler-267 c,Kepler-267,3,Transit,2014,Kepler,264.993,2.4925,-2.4925
Kepler-267 d,Kepler-267,3,Transit,2014,Kepler,264.993,2.4925,-2.4925
Kepler-268 b,Kepler-268,2,Transit,2014,Kepler,851.87,11.63,-11.63
Kepler-268 c,Kepler-268,2,Transit,2014,Kepler,851.87,11.63,-11.63
Kepler-269 b,Kepler-269,2,Transit,2014,Kepler,2257.32,190.15,-163.35
Kepler-269 c,Kepler-269,2,Transit,2014,Kepler,2257.32,190.15,-163.35
Kepler-27 b,Kepler-27,3,Transit,2011,Kepler,1044.36,39.645,-39.645
Kepler-27 c,Kepler-27,3,Transit,2011,Kepler,1044.36,39.645,-39.645
Kepler-27 d,Kepler-27,3,Transit,2021,Kepler,1044.36,39.645,-39.645
Kepler-270 b,Kepler-270,2,Transit,2014,Kepler,948.781,13.019,-12.677
Kepler-270 c,Kepler-270,2,Transit,2014,Kepler,948.781,13.019,-12.677
Kepler-271 b,Kepler-271,3,Transit,2014,Kepler,404.542,3.848,-3.777
Kepler-271 c,Kepler-271,3,Transit,2014,Kepler,404.542,3.848,-3.777
Kepler-271 d,Kepler-271,3,Transit,2016,Kepler,404.542,3.848,-3.777
Kepler-272 b,Kepler-272,3,Transit,2014,Kepler,889.608,13.909,-13.909
Kepler-272 c,Kepler-272,3,Transit,2014,Kepler,889.608,13.909,-13.909
Kepler-272 d,Kepler-272,3,Transit,2014,Kepler,889.608,13.909,-13.909
Kepler-273 b,Kepler-273,2,Transit,2014,Kepler,713.964,11.293,-10.952
Kepler-273 c,Kepler-273,2,Transit,2014,Kepler,713.964,11.293,-10.952
Kepler-274 b,Kepler-274,2,Transit,2014,Kepler,1333.62,42.77,-42.77
Kepler-274 c,Kepler-274,2,Transit,2014,Kepler,1333.62,42.77,-42.77
Kepler-275 b,Kepler-275,3,Transit,2014,Kepler,2034.25,140.82,-124
Kepler-275 c,Kepler-275,3,Transit,2014,Kepler,2034.25,140.82,-124
Kepler-275 d,Kepler-275,3,Transit,2014,Kepler,2034.25,140.82,-124
Kepler-276 b,Kepler-276,3,Transit,2014,Kepler,1144.86,46.15,-42.76
Kepler-276 c,Kepler-276,3,Transit,2013,Kepler,1144.86,46.15,-42.76
Kepler-276 d,Kepler-276,3,Transit,2013,Kepler,1144.86,46.15,-42.76
Kepler-277 b,Kepler-277,2,Transit,2013,Kepler,976.643,15.738,-15.254
Kepler-277 c,Kepler-277,2,Transit,2013,Kepler,976.643,15.738,-15.254
Kepler-278 b,Kepler-278,2,Transit,2014,Kepler,443.03,6.2675,-6.2675
Kepler-278 c,Kepler-278,2,Transit,2014,Kepler,443.03,6.2675,-6.2675
Kepler-279 b,Kepler-279,4,Transit,2014,Kepler,1037.4,21.55,-21.55
Kepler-279 c,Kepler-279,4,Transit,2013,Kepler,1037.4,21.55,-21.55
Kepler-279 d,Kepler-279,4,Transit,2013,Kepler,1037.4,21.55,-21.55
Kepler-279 e,Kepler-279,4,Transit,2025,Kepler,1037.4,21.55,-21.55
Kepler-28 b,Kepler-28,2,Transit,2011,Kepler,438.359,4.6705,-4.6705
Kepler-28 c,Kepler-28,2,Transit,2011,Kepler,438.359,4.6705,-4.6705
Kepler-280 b,Kepler-280,2,Transit,2014,Kepler,780.361,11.302,-11.302
Kepler-280 c,Kepler-280,2,Transit,2014,Kepler,780.361,11.302,-11.302
Kepler-281 b,Kepler-281,3,Transit,2014,Kepler,1745.45,104.77,-93.73
Kepler-281 c,Kepler-281,3,Transit,2014,Kepler,1745.45,104.77,-93.73
Kepler-281 d,Kepler-281,3,Transit,2021,Kepler,1745.45,104.77,-93.73
Kepler-282 b,Kepler-282,4,Transit,2014,Kepler,1337.61,44.61,-41.87
