pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
Kepler-1708 b,Kepler-1708,1,Transit,2021,Kepler,1666.69,102.43,-91.4
Kepler-1709 b,Kepler-1709,1,Transit,2021,Kepler,273.946,1.894,-1.867
Kepler-171 b,Kepler-171,3,Transit,2014,Kepler,863.855,18.329,-18.329
Kepler-171 c,Kepler-171,3,Transit,2014,Kepler,863.855,18.329,-18.329
Kepler-171 d,Kepler-171,3,Transit,2014,Kepler,863.855,18.329,-18.329
Kepler-1710 b,Kepler-1710,1,Transit,2021,Kepler,305.193,2.385,-2.349
Kepler-1711 b,Kepler-1711,1,Transit,2021,Kepler,590.268,,
Kepler-1712 b,Kepler-1712,1,Transit,2021,Kepler,156.264,0.473,-0.473
Kepler-1713 b,Kepler-1713,1,Transit,2021,Kepler,295.293,2.248,-2.215
Kepler-1714 b,Kepler-1714,1,Transit,2021,Kepler,409.46,4.267,-4.181
Kepler-1715 b,Kepler-1715,1,Transit,2021,Kepler,522.605,16.044,-15.131
Kepler-1716 b,Kepler-1716,1,Transit,2021,Kepler,195.439,0.978,-0.968
Kepler-1717 b,Kepler-1717,1,Transit,2021,Kepler,1008.79,17.66,-17.085
Kepler-1718 b,Kepler-1718,1,Transit,2021,Kepler,375.522,3.03,-2.982
Kepler-1719 b,Kepler-1719,1,Transit,2021,Kepler,905.406,10.803,-10.556
Kepler-172 b,Kepler-172,4,Transit,2014,Kepler,828.592,18.482,-17.707
Kepler-172 c,Kepler-172,4,Transit,2014,Kepler,828.592,18.482,-17.707
Kepler-172 d,Kepler-172,4,Transit,2014,Kepler,828.592,18.482,-17.707
Kepler-172 e,Kepler-172,4,Transit,2014,Kepler,828.592,18.482,-17.707
Kepler-1720 b,Kepler-1720,1,Transit,2021,Kepler,629.445,7.239,-7.08
Kepler-1721 b,Kepler-1721,1,Transit,2021,Kepler,641.374,8.303001,-8.097
Kepler-1722 b,Kepler-1722,1,Transit,2021,Kepler,772.283,15.164,-14.601
Kepler-1723 b,Kepler-1723,1,Transit,2021,Kepler,811.278,10.6695,-10.6695
Kepler-1724 b,Kepler-1724,1,Transit,2021,Kepler,1060.77,24.7,-23.62
Kepler-1725 b,Kepler-1725,1,Transit,2021,Kepler,558.652,5.528,-5.423
Kepler-1726 b,Kepler-1726,1,Transit,2021,Kepler,390.552,2.066,-2.045
Kepler-1727 b,Kepler-1727,1,Transit,2021,Kepler,894.187,22.378,-22.378
Kepler-1728 b,Kepler-1728,1,Transit,2021,Kepler,651.783,9.611,-9.341
Kepler-1729 b,Kepler-1729,1,Transit,2021,Kepler,576.181,12.447,-11.94
Kepler-173 b,Kepler-173,2,Transit,2014,Kepler,833.165,14.828,-14.828
Kepler-173 c,Kepler-173,2,Transit,2014,Kepler,833.165,14.828,-14.828
Kepler-1730 b,Kepler-1730,1,Transit,2021,Kepler,1427.08,61.5,-56.72
Kepler-1731 b,Kepler-1731,1,Transit,2021,Kepler,169.948,0.641,-0.636
Kepler-1732 b,Kepler-1732,1,Transit,2021,Kepler,1289.41,41.95,-41.95
Kepler-1733 b,Kepler-1733,1,Transit,2021,Kepler,2080.51,135.38,-135.38
Kepler-1734 b,Kepler-1734,1,Transit,2021,Kepler,1482.83,54.585,-54.585
Kepler-1735 b,Kepler-1735,1,Transit,2021,Kepler,245.303,1.508,-1.508
Kepler-1736 b,Kepler-1736,1,Transit,2021,Kepler,1430,51.57,-51.57
Kepler-1737 b,Kepler-1737,1,Transit,2021,Kepler,,,
Kepler-1738 b,Kepler-1738,1,Transit,2021,Kepler,1302.87,44.92,-42.08
Kepler-1739 b,Kepler-1739,1,Transit,2021,Kepler,783.666,13.854,-13.388
Kepler-174 b,Kepler-174,3,Transit,2014,Kepler,384.757,2.684,-2.684
Kepler-174 c,Kepler-174,3,Transit,2014,Kepler,384.757,2.684,-2.684
Kepler-174 d,Kepler-174,3,Transit,2014,Kepler,384.757,2.684,-2.684
Kepler-1740 b,Kepler-1740,1,Transit,2021,Kepler,1061.77,36.685,-36.685
Kepler-1741 b,Kepler-1741,1,Transit,2021,Kepler,270.739,2.716,-2.716
Kepler-1742 b,Kepler-1742,1,Transit,2021,Kepler,669.573,8.969,-8.739
Kepler-1743 b,Kepler-1743,1,Transit,2021,Kepler,538.807,6.107,-5.975
Kepler-1744 b,Kepler-1744,1,Transit,2021,Kepler,1091.63,29.97,-29.97
Kepler-1745 b,Kepler-1745,1,Transit,2021,Kepler,996.105,25.8745,-25.8745
Kepler-1746 b,Kepler-1746,1,Transit,2021,Kepler,979.541,17.514,-17.514
Kepler-1747 b,Kepler-1747,1,Transit,2021,Kepler,1321.38,60.95,-55.89
Kepler-1748 b,Kepler-1748,1,Transit,2021,Kepler,1083.28,43.62,-40.43
Kepler-1749 b,Kepler-1749,1,Transit,2021,Kepler,268.2,1.4035,-1.4035
Kepler-175 b,Kepler-175,2,Transit,2014,Kepler,1312.34,45.29,-42.42
Kepler-175 c,Kepler-175,2,Transit,2014,Kepler,1312.34,45.29,-42.42
Kepler-1750 b,Kepler-1750,1,Transit,2021,Kepler,1497.33,67.93,-62.37
Kepler-1751 b,Kepler-1751,1,Transit,2021,Kepler,1291.47,39.19,-36.99
Kepler-1752 b,Kepler-1752,1,Transit,2021,Kepler,962.888,29.899,-28.181
Kepler-1753 b,Kepler-1753,1,Transit,2021,Kepler,707.688,15.215,-14.599
Kepler-1754 b,Kepler-1754,1,Transit,2021,Kepler,718.945,21.743,-20.523
Kepler-1755 b,Kepler-1755,1,Transit,2021,Kepler,982.383,22.937,-21.932
Kepler-1756 b,Kepler-1756,1,Transit,2021,Kepler,,,
Kepler-1757 b,Kepler-1757,1,Transit,2021,Kepler,807.308,16.517,-15.878
Kepler-1758 b,Kepler-1758,1,Transit,2021,Kepler,1588.41,75.49,-69.04
Kepler-1759 b,Kepler-1759,1,Transit,2021,Kepler,385.348,3.148,-3.099
Kepler-176 b,Kepler-176,4,Transit,2014,Kepler,527.321,6.058,-5.925
Kepler-176 c,Kepler-176,4,Transit,2014,Kepler,527.321,6.058,-5.925
Kepler-176 d,Kepler-176,4,Transit,2014,Kepler,527.321,6.058,-5.925
Kepler-176 e,Kepler-176,4,Transit,2016,Kepler,527.321,6.058,-5.925
Kepler-1760 b,Kepler-1760,1,Transit,2021,Kepler,,,
Kepler-1761 b,Kepler-1761,1,Transit,2021,Kepler,221.186,1.133,-1.133
Kepler-1762 b,Kepler-1762,1,Transit,2021,Kepler,1663.74,87.74,-79.51
Kepler-1763 b,Kepler-1763,1,Transit,2021,Kepler,756.486,9.7675,-9.7675
Kepler-1764 b,Kepler-1764,1,Transit,2021,Kepler,1542.48,61.7,-61.7
Kepler-1765 b,Kepler-1765,1,Transit,2021,Kepler,764.456,13.423,-12.975
Kepler-1766 b,Kepler-1766,1,Transit,2021,Kepler,501.229,4.946,-4.852
Kepler-1767 b,Kepler-1767,1,Transit,2021,Kepler,820.506,19.941,-19.941
Kepler-1768 b,Kepler-1768,1,Transit,2021,Kepler,632.766,5.956,-5.849
Kepler-1769 b,Kepler-1769,1,Transit,2021,Kepler,438.412,4.5,-4.412
Kepler-177 b,Kepler-177,2,Transit,2013,Kepler,1435.44,42.1,-39.81
Kepler-177 c,Kepler-177,2,Transit,2013,Kepler,1435.44,42.1,-39.81
Kepler-1770 b,Kepler-1770,1,Transit,2021,Kepler,582.942,5.861,-5.748
Kepler-1771 b,Kepler-1771,1,Transit,2021,Kepler,565.752,,
Kepler-1772 b,Kepler-1772,1,Transit,2021,Kepler,871.564,12.502,-12.16
Kepler-1773 b,Kepler-1773,1,Transit,2021,Kepler,681.255,9.84,-9.568
Kepler-1774 b,Kepler-1774,1,Transit,2021,Kepler,816.592,11.812,-11.812
Kepler-1775 b,Kepler-1775,1,Transit,2021,Kepler,657.023,6.088,-5.978
Kepler-1776 b,Kepler-1776,1,Transit,2021,Kepler,690.336,6.7705,-6.7705
Kepler-1777 b,Kepler-1777,1,Transit,2021,Kepler,619.146,6.1395,-6.1395
Kepler-1778 b,Kepler-1778,1,Transit,2021,Kepler,1276.29,49.77,-46.23
Kepler-1779 b,Kepler-1779,1,Transit,2021,Kepler,908.501,25.537,-24.201
Kepler-178 b,Kepler-178,3,Transit,2014,Kepler,716.025,10.369,-10.082
Kepler-178 c,Kepler-178,3,Transit,2014,Kepler,716.025,10.369,-10.082
Kepler-178 d,Kepler-178,3,Transit,2014,Kepler,716.025,10.369,-10.082
Kepler-1780 b,Kepler-1780,1,Transit,2021,Kepler,790.516,14.6085,-14.6085
Kepler-1781 b,Kepler-1781,1,Transit,2021,Kepler,962.63,34.958,-32.63
Kepler-1782 b,Kepler-1782,1,Transit,2021,Kepler,305.792,1.39,-1.377
Kepler-1783 b,Kepler-1783,1,Transit,2021,Kepler,264.078,1.232,-1.22
Kepler-1784 b,Kepler-1784,1,Transit,2021,Kepler,883.045,21.309,-20.344
Kepler-1785 b,Kepler-1785,1,Transit,2021,Kepler,745.74,10.685,-10.393
Kepler-1786 b,Kepler-1786,1,Transit,2021,Kepler,863.909,13.303,-13.303
Kepler-1787 b,Kepler-1787,1,Transit,2021,Kepler,778.602,13.017,-12.604
Kepler-1788 b,Kepler-1788,1,Transit,2021,Kepler,560.445,8.159,-7.933
Kepler-1789 b,Kepler-1789,1,Transit,2021,Kepler,611.461,7.918,-7.722
Kepler-179 b,Kepler-179,2,Transit,2014,Kepler,605.68,6.565,-6.565
Kepler-179 c,Kepler-179,2,Transit,2014,Kepler,605.68,6.565,-6.565
Kepler-1790 b,Kepler-1790,1,Transit,2021,Kepler,1070.17,21.84,-20.99
Kepler-1791 b,Kepler-1791,1,Transit,2021,Kepler,602.218,,
Kepler-1792 b,Kepler-1792,1,Transit,2021,Kepler,601.029,9.824,-9.519
Kepler-1793 b,Kepler-1793,1,Transit,2021,Kepler,1189.88,53.57,-53.57
Kepler-1794 b,Kepler-1794,1,Transit,2021,Kepler,561.229,10.563,-10.187
Kepler-1795 b,Kepler-1795,1,Transit,2021,Kepler,,,
Kepler-1796 b,Kepler-1796,1,Transit,2021,Kepler,825.883,15.474,-14.924
Kepler-1797 b,Kepler-1797,1,Transit,2021,Kepler,1338.49,41.195,-41.195
Kepler-1798 b,Kepler-1798,1,Transit,2021,Kepler,395.196,6.0225,-6.0225
Kepler-1799 b,Kepler-1799,1,Transit,2021,Kepler,2254.69,160.37,-140.85
Kepler-18 b,Kepler-18,3,Transit,2011,Kepler,433.047,3.204,-3.158
Kepler-18 c,Kepler-18,3,Transit,2011,Kepler,433.047,3.204,-3.158
Kepler-18 d,Kepler-18,3,Transit,2011,Kepler,433.047,3.204,-3.158
Kepler-180 b,Kepler-180,2,Transit,2014,Kepler,695.65,8.646,-8.44
Kepler-180 c,Kepler-180,2,Transit,2014,Kepler,695.65,8.646,-8.44
Kepler-1800 b,Kepler-1800,1,Transit,2021,Kepler,350.455,2.105,-2.081
Kepler-1801 b,Kepler-1801,2,Transit,2021,Kepler,839.332,15.956,-15.38
Kepler-1801 c,Kepler-1801,2,Transit,2023,Kepler,839.332,15.956,-15.38
Kepler-1802 b,Kepler-1802,2,Transit,2021,Kepler,636.694,49.122,-42.646
Kepler-1802 c,Kepler-1802,2,Transit,2021,Kepler,636.694,49.122,-42.646
Kepler-1804 b,Kepler-1804,1,Transit,2021,Kepler,434.456,5.71,-5.567
Kepler-1805 b,Kepler-1805,1,Transit,2021,Kepler,221.639,1.2465,-1.2465
Kepler-1806 b,Kepler-1806,1,Transit,2021,Kepler,978.066,34.534,-32.293
Kepler-1807 b,Kepler-1807,1,Transit,2021,Kepler,1299.32,29.89,-29.89
Kepler-1808 b,Kepler-1808,1,Transit,2021,Kepler,1022.01,28.14,-26.691
Kepler-1809 b,Kepler-1809,1,Transit,2021,Kepler,409.602,3.3295,-3.3295
Kepler-181 b,Kepler-181,2,Transit,2014,Kepler,609.283,7.946,-7.946
Kepler-181 c,Kepler-181,2,Transit,2014,Kepler,609.283,7.946,-7.946
Kepler-1810 b,Kepler-1810,1,Transit,2021,Kepler,1009.87,29.455,-29.455
Kepler-1811 b,Kepler-1811,1,Transit,2021,Kepler,1390.56,53.53,-49.77
Kepler-1812 b,Kepler-1812,1,Transit,2021,Kepler,1409.19,59.26,-54.74
Kepler-1813 b,Kepler-1813,1,Transit,2021,Kepler,,,
Kepler-1814 b,Kepler-1814,2,Transit,2021,Kepler,726.346,15.267,-14.661
Kepler-1814 c,Kepler-1814,2,Transit,2023,Kepler,726.346,15.267,-14.661
Kepler-1815 b,Kepler-1815,1,Transit,2021,Kepler,1006.63,33.13,-31.11
Kepler-1816 b,Kepler-1816,1,Transit,2021,Kepler,437.823,3.599,-3.599
Kepler-1817 b,Kepler-1817,1,Transit,2021,Kepler,748.569,12.972,-12.545
Kepler-1818 b,Kepler-1818,1,Transit,2021,Kepler,1034.59,22.75,-21.82
Kepler-1819 b,Kepler-1819,1,Transit,2021,Kepler,1363.19,52.74,-49
Kepler-182 b,Kepler-182,2,Transit,2014,Kepler,1549.09,50.53,-50.53
Kepler-182 c,Kepler-182,2,Transit,2014,Kepler,1549.09,50.53,-50.53
Kepler-1820 b,Kepler-1820,1,Transit,2021,Kepler,1425.39,59.7,-55.15
Kepler-1821 b,Kepler-1821,1,Transit,2021,Kepler,799.699,12.0365,-12.0365
Kepler-1822 b,Kepler-1822,1,Transit,2021,Kepler,897.597,30.699,-28.766
Kepler-1823 b,Kepler-1823,1,Transit,2021,Kepler,724.971,8.524,-8.331
Kepler-1824 b,Kepler-1824,1,Transit,2021,Kepler,1040.1,26.41,-25.15
Kepler-1825 b,Kepler-1825,1,Transit,2021,Kepler,430.254,3.344,-3.344
Kepler-1826 b,Kepler-1826,1,Transit,2021,Kepler,336.952,3.1575,-3.1575
Kepler-1827 b,Kepler-1827,1,Transit,2021,Kepler,686.461,7.863,-7.863
Kepler-1828 b,Kepler-1828,1,Transit,2021,Kepler,871.81,17.8935,-17.8935
Kepler-1829 b,Kepler-1829,1,Transit,2021,Kepler,679.921,9.734,-9.467
Kepler-183 b,Kepler-183,2,Transit,2014,Kepler,1050.64,27.69,-27.69
Kepler-183 c,Kepler-183,2,Transit,2014,Kepler,1050.64,27.69,-27.69
Kepler-1830 b,Kepler-1830,1,Transit,2021,Kepler,1056.88,19.185,-19.185
Kepler-1831 b,Kepler-1831,1,Transit,2021,Kepler,1053.49,20.97,-20.19
Kepler-1832 b,Kepler-1832,1,Transit,2021,Kepler,486.174,5.3715,-5.3715
Kepler-1833 b,Kepler-1833,1,Transit,2021,Kepler,591.602,7.583,-7.396
Kepler-1834 b,Kepler-1834,2,Transit,2021,Kepler,500.395,8.326,-8.063
Kepler-1834 c,Kepler-1834,2,Transit,2023,Kepler,500.395,8.326,-8.063
Kepler-1835 b,Kepler-1835,1,Transit,2021,Kepler,1404.38,54.7,-50.82
Kepler-1836 b,Kepler-1836,1,Transit,2021,Kepler,1472.62,71.77,-65.5
Kepler-1837 b,Kepler-1837,1,Transit,2021,Kepler,1229.18,48.31,-44.85
Kepler-1838 b,Kepler-1838,1,Transit,2021,Kepler,451.242,4.866,-4.765
Kepler-1839 b,Kepler-1839,1,Transit,2021,Kepler,1136.6,24.98,-23.95
Kepler-184 b,Kepler-184,3,Transit,2014,Kepler,610.326,6.0115,-6.0115
Kepler-184 c,Kepler-184,3,Transit,2014,Kepler,610.326,6.0115,-6.0115
Kepler-184 d,Kepler-184,3,Transit,2014,Kepler,610.326,6.0115,-6.0115
Kepler-1840 b,Kepler-1840,1,Transit,2021,Kepler,513.107,6.7205,-6.7205
Kepler-1841 b,Kepler-1841,1,Transit,2021,Kepler,631.7,7.422,-7.255
Kepler-1842 b,Kepler-1842,1,Transit,2021,Kepler,923.551,19.233,-18.478
Kepler-1843 b,Kepler-1843,1,Transit,2021,Kepler,784.625,14.023,-14.023
Kepler-1844 b,Kepler-1844,1,Transit,2021,Kepler,1804.36,133.03,-116.21
Kepler-1845 b,Kepler-1845,1,Transit,2021,Kepler,710.724,17.045,-17.045
Kepler-1846 b,Kepler-1846,1,Transit,2021,Kepler,374.615,2.4155,-2.4155
Kepler-1847 b,Kepler-1847,1,Transit,2021,Kepler,1693.86,128.57,-111.91
Kepler-1848 b,Kepler-1848,1,Transit,2021,Kepler,309.696,1.518,-1.504
Kepler-1849 b,Kepler-1849,1,Transit,2021,Kepler,631.884,11.752,-11.337
Kepler-185 b,Kepler-185,2,Transit,2014,Kepler,466.735,4.744,-4.652
Kepler-185 c,Kepler-185,2,Transit,2014,Kepler,466.735,4.744,-4.652
Kepler-1850 b,Kepler-1850,1,Transit,2021,Kepler,250.199,1.333,-1.319
Kepler-1851 b,Kepler-1851,1,Transit,2021,Kepler,1589.81,75.41,-69
Kepler-1852 b,Kepler-1852,1,Transit,2021,Kepler,772.481,15.693,-15.091
Kepler-1853 b,Kepler-1853,1,Transit,2021,Kepler,562.348,8.673,-8.418
Kepler-1854 b,Kepler-1854,1,Transit,2021,Kepler,423.348,,
Kepler-1855 b,Kepler-1855,1,Transit,2021,Kepler,,,
Kepler-1856 b,Kepler-1856,1,Transit,2021,Kepler,848.76,24.092,-22.821
Kepler-1857 b,Kepler-1857,1,Transit,2021,Kepler,853.275,17.349,-16.683
Kepler-1858 b,Kepler-1858,1,Transit,2021,Kepler,833.055,24.544,-24.544
Kepler-1859 b,Kepler-1859,2,Transit,2021,Kepler,1331.25,43.265,-43.265
Kepler-1859 c,Kepler-1859,2,Transit,2023,Kepler,1331.25,43.265,-43.265
Kepler-186 b,Kepler-186,5,Transit,2014,Kepler,177.594,0.774,-0.774
Kepler-186 c,Kepler-186,5,Transit,2014,Kepler,177.594,0.774,-0.774
Kepler-186 d,Kepler-186,5,Transit,2014,Kepler,177.594,0.774,-0.774
Kepler-186 e,Kepler-186,5,Transit,2014,Kepler,177.594,0.774,-0.774
Kepler-186 f,Kepler-186,5,Transit,2014,Kepler,177.594,0.774,-0.774
Kepler-1860 b,Kepler-1860,1,Transit,2021,Kepler,438.703,2.628,-2.597
Kepler-1861 b,Kepler-1861,1,Transit,2021,Kepler,829.985,12.3095,-12.3095
Kepler-1862 b,Kepler-1862,1,Transit,2021,Kepler,1232.19,48,-44.59
Kepler-1863 b,Kepler-1863,1,Transit,2021,Kepler,865.546,11.6365,-11.6365
Kepler-1864 b,Kepler-1864,1,Transit,2021,Kepler,298.894,1.854,-1.831
Kepler-1865 b,Kepler-1865,1,Transit,2021,Kepler,922.255,27.387,-25.877
Kepler-1866 b,Kepler-1866,1,Transit,2021,Kepler,976.737,18.317,-17.666
Kepler-1867 b,Kepler-1867,1,Transit,2021,Kepler,680.583,7.096,-6.954
Kepler-1868 b,Kepler-1868,1,Transit,2021,Kepler,274.18,0.9505,-0.9505
Kepler-1869 b,Kepler-1869,2,Transit,2021,Kepler,113.025,0.291,-0.291
Kepler-1869 c,Kepler-1869,2,Transit,2023,Kepler,113.025,0.291,-0.291
Kepler-187 b,Kepler-187,2,Transit,2014,Kepler,1143,33.31,-31.51
Kepler-187 c,Kepler-187,2,Transit,2014,Kepler,1143,33.31,-31.51
Kepler-1870 b,Kepler-1870,1,Transit,2021,Kepler,407.216,2.752,-2.716
Kepler-1871 b,Kepler-1871,1,Transit,2021,Kepler,854.623,16.7485,-16.7485
Kepler-1872 b,Kepler-1872,1,Transit,2021,Kepler,840.182,22.353,-21.244
Kepler-1873 b,Kepler-1873,1,Transit,2021,Kepler,820.957,26.2335,-26.2335
Kepler-1874 b,Kepler-1874,1,Transit,2021,Kepler,408.007,,
Kepler-1875 b,Kepler-1875,1,Transit,2021,Kepler,1660.45,140.93,-120.86
Kepler-1876 b,Kepler-1876,1,Transit,2021,Kepler,259.935,1.797,-1.773
Kepler-1877 b,Kepler-1877,1,Transit,2021,Kepler,285.312,1.865,-1.841
Kepler-1878 b,Kepler-1878,1,Transit,2021,Kepler,1494.3,57.8,-53.71
Kepler-1879 b,Kepler-1879,1,Transit,2021,Kepler,627.171,8.988,-8.741
Kepler-188 b,Kepler-188,2,Transit,2014,Kepler,968.544,22.38,-21.409
Kepler-188 c,Kepler-188,2,Transit,2014,Kepler,968.544,22.38,-21.409
Kepler-1880 b,Kepler-1880,1,Transit,2021,Kepler,611.041,12.203,-11.743
Kepler-1881 b,Kepler-1881,1,Transit,2021,Kepler,1057.21,40.825,-40.825
Kepler-1882 b,Kepler-1882,1,Transit,2021,Kepler,443.371,4.273,-4.194
Kepler-1883 b,Kepler-1883,1,Transit,2021,Kepler,1377.61,70.81,-64.32
Kepler-1884 b,Kepler-1884,1,Transit,2021,Kepler,1443.09,54.04,-50.34
Kepler-1885 b,Kepler-1885,1,Transit,2021,Kepler,818.482,14.945,-14.429
Kepler-1886 b,Kepler-1886,1,Transit,2021,Kepler,1059.51,39.72,-37
Kepler-1887 b,Kepler-1887,1,Transit,2021,Kepler,1366.18,78.15,-70.28
Kepler-1888 b,Kepler-1888,1,Transit,2021,Kepler,402.947,4.585,-4.485
Kepler-1889 b,Kepler-1889,1,Transit,2021,Kepler,1395.13,69.24,-63.08
Kepler-189 b,Kepler-189,2,Transit,2014,Kepler,591.534,7.134,-6.969
Kepler-189 c,Kepler-189,2,Transit,2014,Kepler,591.534,7.134,-6.969
Kepler-1890 b,Kepler-1890,1,Transit,2021,Kepler,529.596,6.754,-6.588
Kepler-1891 b,Kepler-1891,1,Transit,2021,Kepler,596.24,6.0705,-6.0705
Kepler-1892 b,Kepler-1892,1,Transit,2021,Kepler,851.595,25.704,-24.265
Kepler-1893 b,Kepler-1893,1,Transit,2021,Kepler,1050.72,27.41,-26.07
Kepler-1894 b,Kepler-1894,2,Transit,2021,Kepler,935.191,24.745,-23.523
Kepler-1894 c,Kepler-1894,2,Transit,2023,Kepler,935.191,24.745,-23.523
Kepler-1895 b,Kepler-1895,1,Transit,2021,Kepler,984.187,29.853,-28.173
Kepler-1896 b,Kepler-1896,1,Transit,2021,Kepler,1732.91,100.03,-89.87
Kepler-1897 b,Kepler-1897,1,Transit,2021,Kepler,983.174,37.276,-34.689
Kepler-1898 b,Kepler-1898,1,Transit,2021,Kepler,360.921,1.897,-1.878
Kepler-1899 b,Kepler-1899,1,Transit,2021,Kepler,711.509,18.482,-18.482
Kepler-19 b,Kepler-19,3,Transit,2011,Kepler,218.562,0.975,-0.966
Kepler-19 c,Kepler-19,3,Transit Timing Variations,2011,Kepler,218.562,0.975,-0.966
Kepler-19 d,Kepler-19,3,Radial Velocity,2017,Roque de los Muchachos Observatory,218.562,0.975,-0.966
Kepler-190 b,Kepler-190,2,Transit,2014,Kepler,433.387,2.767,-2.733
Kepler-190 c,Kepler-190,2,Transit,2014,Kepler,433.387,2.767,-2.733
Kepler-1900 b,Kepler-1900,1,Transit,2021,Kepler,1540.43,84.63,-76.4
Kepler-1901 b,Kepler-1901,1,Transit,2021,Kepler,1028.37,25.8,-24.58
Kepler-1902 b,Kepler-1902,1,Transit,2021,Kepler,344.337,6.478,-6.247
Kepler-1903 b,Kepler-1903,1,Transit,2021,Kepler,1775.44,79.1,-72.76
Kepler-1904 b,Kepler-1904,1,Transit,2021,Kepler,270.854,2.2715,-2.2715
Kepler-1905 b,Kepler-1905,1,Transit,2021,Kepler,1051.53,32.45,-32.45
Kepler-1906 b,Kepler-1906,1,Transit,2021,Kepler,1360.63,51.75,-48.14
Kepler-1907 b,Kepler-1907,2,Transit,2021,Kepler,292.111,1.333,-1.322
Kepler-1907 c,Kepler-1907,2,Transit,2021,Kepler,292.111,1.333,-1.322
Kepler-1909 b,Kepler-1909,1,Transit,2021,Kepler,763.662,17.9405,-17.9405
Kepler-191 b,Kepler-191,3,Transit,2014,Kepler,594.464,7.885,-7.885
Kepler-191 c,Kepler-191,3,Transit,2014,Kepler,594.464,7.885,-7.885
Kepler-191 d,Kepler-191,3,Transit,2016,Kepler,594.464,7.885,-7.885
Kepler-1910 b,Kepler-1910,1,Transit,2021,Kepler,,,
Kepler-1911 b,Kepler-1911,1,Transit,2021,Kepler,269.912,2.028,-1.998
Kepler-1912 b,Kepler-1912,1,Transit,2021,Kepler,297.017,1.825,-1.803
Kepler-1913 b,Kepler-1913,1,Transit,2021,Kepler,876.3,20.85,-19.919
Kepler-1914 b,Kepler-1914,1,Transit,2021,Kepler,1621.56,86.22,-78.08
Kepler-1915 b,Kepler-1915,1,Transit,2021,Kepler,1514.66,79.11,-71.74
Kepler-1916 b,Kepler-1916,1,Transit,2021,Kepler,2055.82,174.19,-149.52
Kepler-1917 b,Kepler-1917,1,Transit,2021,Kepler,909.037,25.025,-25.025
Kepler-1918 b,Kepler-1918,1,Transit,2021,Kepler,1030.11,35.29,-33.059
Kepler-1919 b,Kepler-1919,1,Transit,2021,Kepler,1177.53,52.74,-48.48
Kepler-192 b,Kepler-192,3,Transit,2014,Kepler,651.674,6.7435,-6.7435
Kepler-192 c,Kepler-192,3,Transit,2014,Kepler,651.674,6.7435,-6.7435
Kepler-192 d,Kepler-192,3,Transit,2016,Kepler,651.674,6.7435,-6.7435
Kepler-1920 b,Kepler-1920,1,Transit,2021,Kepler,885.913,14.342,-14.342
Kepler-1921 b,Kepler-1921,2,Transit,2021,Kepler,928.989,15.253,-14.777
Kepler-1921 c,Kepler-1921,2,Transit,2023,Kepler,928.989,15.253,-14.777
Kepler-1922 b,Kepler-1922,1,Transit,2021,Kepler,1344.29,46.99,-46.99
Kepler-1923 b,Kepler-1923,1,Transit,2021,Kepler,990.838,,
Kepler-1924 b,Kepler-1924,1,Transit,2021,Kepler,1910.77,102.05,-102.05
Kepler-1925 b,Kepler-1925,1,Transit,2021,Kepler,1771.31,81,-74.34
Kepler-1926 b,Kepler-1926,1,Transit,2021,Kepler,667.405,27.745,-25.65
Kepler-1927 b,Kepler-1927,1,Transit,2021,Kepler,1091,24.72,-23.67
Kepler-1928 b,Kepler-1928,1,Transit,2021,Kepler,326.362,2.473,-2.437
Kepler-1929 b,Kepler-1929,1,Transit,2021,Kepler,508.201,5.599,-5.48
Kepler-193 b,Kepler-193,2,Transit,2014,Kepler,1009.1,22.9,-21.929
Kepler-193 c,Kepler-193,2,Transit,2014,Kepler,1009.1,22.9,-21.929
Kepler-1930 b,Kepler-1930,1,Transit,2021,Kepler,275.694,1.166,-1.156
Kepler-1931 b,Kepler-1931,1,Transit,2021,Kepler,620.091,9.012,-8.763
Kepler-1932 b,Kepler-1932,1,Transit,2021,Kepler,713.733,13.178,-12.717
Kepler-1933 b,Kepler-1933,1,Transit,2021,Kepler,328.007,2.226,-2.197
Kepler-1934 b,Kepler-1934,1,Transit,2021,Kepler,428.514,4.34,-4.255
Kepler-1935 b,Kepler-1935,1,Transit,2021,Kepler,904.702,14.764,-14.305
Kepler-1936 b,Kepler-1936,1,Transit,2021,Kepler,871.096,11.41,-11.124
Kepler-1937 b,Kepler-1937,1,Transit,2021,Kepler,905.069,16.101,-15.558
Kepler-1938 b,Kepler-1938,1,Transit,2021,Kepler,421.152,4.639,-4.54
Kepler-1939 b,Kepler-1939,1,Transit,2021,Kepler,189.833,0.495,-0.492
Kepler-194 b,Kepler-194,3,Transit,2014,Kepler,1097.97,28.77,-27.37
Kepler-194 c,Kepler-194,3,Transit,2014,Kepler,1097.97,28.77,-27.37
Kepler-194 d,Kepler-194,3,Transit,2014,Kepler,1097.97,28.77,-27.37
Kepler-1940 b,Kepler-1940,1,Transit,2021,Kepler,798.595,15.783,-15.194
Kepler-1941 b,Kepler-1941,1,Transit,2021,Kepler,1494.39,47.23,-44.47
Kepler-1942 b,Kepler-1942,1,Transit,2021,Kepler,842.492,20.931,-19.958
Kepler-1943 b,Kepler-1943,1,Transit,2021,Kepler,1004.55,17.1385,-17.1385
Kepler-1944 b,Kepler-1944,1,Transit,2021,Kepler,1076.48,35.4,-33.25
